?Confirmar la recepción del pedido?	¿Por qué la fecha límite para confirmar pedido recibido ha cambiado?	0
?Cuál es la solución de la disputa?	Quiero aceptar la solución de reembolso parcial.	0
?Cuál es la solución de la disputa?	¿Cuál es el estado de la reclamación?	0
?Cuáles son los casos típicos de actividades fraudulentas?	¿Qué son los puntos de privilegio?	0
?Cuáles son los pagos disponibles?	¿Los jerséis son auténticos?	0
?Cuáles son los pagos disponibles?	¿Cuánto son los gastos por transferencia bancaria?	0
?Cuándo podré conseguir el reembolso completo?	¿Cuánto tarda un reembolso completo?	0
?Cuándo podré conseguir el reembolso completo?	¿Cuándo recibiré el reembolso tras abrir disputa?	0
?Cuándo recibiré un reembolso? los pedidos han sido cancelados	¿Cuándo recibiré un reembolso si los pedidos han sido cancelados?	1
?Cuándo voy a saber la situación de mis artículos enviados?	¿Pueden enviar mis artículos a la dirección de la empresa de mensajería?	0
?Cuánto tardará el proveedor en procesar mi pedido?	¿Cuánto tardará mi pedido en ser entregado?	0
?Cuánto tardará el proveedor en procesar mi pedido?	Si pido hoy, ¿cuánto tiempo tardará en llegar a mi país?	0
?Cuánto tardará el proveedor en procesar mi pedido?	¿Cuánto tardará en llegar aquí?	0
?Cuánto tiempo puede tardar el vendedor en aprobar mi cancelación?	¿Cuánto tardará el vendedor en aprobar la cancelación de mi pedido?	1
?Dónde está mi producto?	¿Dónde está mi producto?	1
?Dónde puedo escribir una queja?	No puedo escribir mensajes.	0
?Debo hacer algo para que conseguir el reembolso?	¿Cómo puedo conseguir un reembolso?	1
?Es posible pagar con una tarjeta de débito?	No puedo pagar con tarjeta de débito.	0
?Hay un límite máximo de transacciones?	¿Cuál es el límite de cuantía máxima para una transacción?	0
?Mi pedido ha sido cancelado cómo vuelvo a realizar el pedido?	Mi pedido ha sido cancelado. ¿Cómo puedo repetirlo?	1
?Mi pedido se va a enviar por mar o aire?	¿Por qué se cancela mi pedido?	0
?Mi pedido se va a enviar por mar o aire?	¿Por qué se cierra mi pedido?	0
?Por qué han cancelado mi pedido?	¿Por qué en mi pedido pone envío cancelado?	0
?Por qué la cuenta está congelada?	¿Por qué la página del producto no está disponible?	0
?Por qué me han cobrado dos veces?	¿Por qué me cobran dos veces?	1
?Por qué no es aceptada mi dirección de envío?	¿Por qué el tiempo de envío es tan largo?	0
?Por qué no ha sido cancelado mi pedido?	¿Por qué no ha sido reembolsado mi pedido después de que fuese cancelado?	0
?Por qué no ha sido reembolsado mi pedido después de que fuera cancelado?	¿Por qué dice que mi pedido ha sido cerrado?	0
?Por qué no he recibido el reembolso?	¿Por qué no he recibido el reembolso del pedido?	1
?Por qué no he recibido mi reembolso?	¿Por qué no he recibido un email con mi nueva contraseña?	0
?Por qué no puedo cargar mi producto?	¿Por qué no puedo encontrar el producto en una tienda?	0
?Por qué no puedo comprar mis productos?	¿Por qué no puedo comprar mis productos?	1
?Por qué no puedo comprar mis productos?	¿Por qué no puedo ver mis últimos pedidos?	0
?Por qué no se verifica el pago?	¿Por qué se ha ajustado el precio?	0
?Por qué tanto tiempo para mi reembolso?	¿Qué debería hacer para recibir mi reembolso?	0
?Puedo hacer dropshipping?	¿Puedo hacer dropshipping?	1
?Puedo pagar a través de PayPal?	¿Puedo pagar vía PayPal?	1
?Qué es el número de teléfono del proveedor?	¿Pueden darme el número de teléfono de atención al cliente?	0
?Quién recibe el pago por Western Union?	¿Por qué ha fallado mi pago por Western Union?	0
?Se puede pagar con una tarjeta monedero de Walmart?	¿Puedo usar una tarjeta de Walmart?	1
?Se puede pagar con una tarjeta monedero de Walmart?	¿Puedo pagar con una tarjeta de banco chino?	0
Buenos días, llevo dias tratando de navegar en la pagina y tengo problemas desde varios notebook y PC. No puedo cambiar de pagina para ver los productos comprados y tampoco puedo confirmar recepción de pedido ya que la página no es cap	Quiero cambiar la dirección de envío para un pedido en espera de pago, ¿qué puedo hacer?	0
Cómo puedo transferir mi dinero a la cuenta	¿Puedo transferir mi pago por el pedido cerrado a otro pedido?	0
Cómo quejarse al vendedor	¿Cómo puedo dejar mala nota al vendedor?	0
Cómo quejarse al vendedor	¿No puedo enviar imágenes al vendedor?	0
Cambiar la razón de cancelación del pedido	¿Cómo puede el vendedor cambiar la suma del pedido?	0
como se escribe derecha en ingles	¿Mi pedido se entrega en mi domicilio?	0
Confirmé que he recibido el pedido por error.	Confirmé pedido recibido por error.	1
Confirmé que he recibido el pedido por error.	"¿Por qué he recibido el error ""El número de cuenta bancaria no es válido""?"	0
Cuándo voy a recibir mi reembolso	Me gustaría saber cuándo voy  a recibir mi reembolso.	1
Cuánto tiempo tarda su centro de disputas en devolverme mi dinero	El pedido fue cancelado, ¿cuánto tardará el dinero en volver a mi tarjeta de crédito?	0
cual es la empresa de envio local	¿Qué es la Lista de Deseos?	0
Dejar las medidas en la caja de comentarios a los proveedores. ?Es eso correcto?	Al comprar mercancías de diferentes vendedores, ¿todos los pedidos se exportarán en la misma caja?	0
Dejar las medidas en la caja de comentarios a los proveedores. ?Es eso correcto?	¿Puedo dejar valoraciones para los proveedores?	0
dentro de mi carro de compras no aparecen mis productos comprados	Mis compras fueron enviados a un número que no es el de mi casa.	0
El número de seguimiento no puede localizar el envío	Denos el número de seguimiento.	0
El pedido ha sido congelado justo después de pagar	¿Por qué no ha sido reembolsado mi pedido después de que fuese cancelado?	0
El producto no es lo mismo que el anuncio.	El producto que compré no funciona.	0
El seguimiento de mi pedido no funciona	Mi número de seguimiento nunca funciona.	1
El vendedor dice que no enviará el producto	Intento pagar, pero dice que el sistema no está disponible.	0
El vendedor dice que no es posible enviarme el producto	No entiendo bien el inglés, ¿es posible hablar en ruso?	0
El vendedor informa un código de seguimiento y no se encuentra	El código de seguimiento escrito en la web está mal.	0
El vendedor no era honesto	El vendedor no era honesto.	1
El vendedor no era honesto	Quiero ayuda para encontrar un proveedor honesto.	0
El vendedor no es confiable	Recibí un email con el aviso de que el vendedor es sospechoso de actividad fraudulenta.	0
El vendedor no ha enviado los productos	He devuelto los productos, pero el pedido ha sido completado.	0
El vendedor no ha enviado los productos	¿Cómo cambio una valoración en el vendedor y los productos?	0
En esta tienda me piden mas dinero aunque esta en promocion sus articulos alegando que no ganan dinero, y quieren que les pague varios euros por encima de su valor en promocion TOP-VIP Store	No entendí la forma en la que el dinero será reembolsado.	0
¿Cómo puedo obtener un reembolso? Envié el producto de nuevo.	¿Cómo puedo obtener una factura?	0
¿Cómo recuperar un cupón?	¿Cómo uso más de un cupón en un pedido?	0
¿Cuál es el estado ahora?	¿Cuál es el cupón para miembros VIP?	0
¿Cuándo puedo recibir el reembolso?	¿En cuánto tiempo puedo recibir el reembolso?	0
¿Cuánto tarda el envío a mi país?	¿Cuánto tarda en llegar a mi país?	0
¿Dónde está el botón Contactar Ahora?	¿Dónde está el botón de Contactar ahora?	1
¿En cuánto tiempo puedo recibir mi pedido?	¿Puedo recibir mi pedido el viernes?	0
¿Por qué no hay respuesta a mi reclamación?	¿Por qué no progresa mi reclamación?	0
¿Qué es Pendiente de Pago?	¿Qué es Pendiente de recibir?	0
¿Se realizará un envío por separado de todos los artículos del carrito? o ¿van a llegar todos al mismo tiempo?	Quiero preguntar si todos los vendedores son de China o hay otros vendedores.	0
Alguien ha hecho una transacción con mi tarjeta de crédito	Estoy intentando pagar con una tarjeta Visa de crédito, pero siempre dice que ha fallado el pago.	0
aun no recibo el reembolso	Pagué vía Western Union, ¿cómo recibo el reembolso?	0
Boton de seguimiento no funciona	No recibí número de seguimiento.	0
como contacto al vendedor	¿Cómo contacto con el equipo de atención al cliente?	0
El vendedor a cerrao la disputa	El vendedor aceptó los términos de la disputa, pero no ha habido reembolso.	0
el vendedor ha cancelado el envio	Pagué por un pedido, pero fue cancelado. El vendedor no ha devuelto el dinero.	0
hola, un vendedor envió mi paquete a una otra dirección incorrecta,	He introducido una dirección de entrega incorrecta.	0
La mercancía recibida no es la acordada	El vendedor ha enviado la mercancía al número equivocado.	0
le hice el reclamo y me bloqueo de sus bandeja de mensajes	Hice el pedido, pero ellos subieron el precio de repente.	0
Me pone que el pedido está cerrado y que debo apelar	El pedido fue cerrado por el sistema debido a que el vendedor es sospechoso.	0
Me pone que el pedido está cerrado y que debo apelar	En mi pedido pone que no he pagado, pero puedo ver el pago en mi cuenta del banco.	0
Mi nombre es Francisco, queria saber si existen inconvenientes de envio en china ??	Olvidé poner mi nombre en la dirección de envío.	0
Necesito hablar con un agente	Necesito hablar con una persona.	1
No he recibido la mercancía y el tiempo de disputa se cerró, qué puedo hacer?	La disputa se ha cerrado automáticamente, ¿qué puedo hacer?	0
no puedo pagar mi pedido hace un mes	No puedo pagar mi pedido, ¿qué puedo hacer?	1
no puedo pagar mi pedido hace un mes	No puedo pagar mi pedido con mi tarjeta.	1
quiero hablar con un comercial	Quiero contactar con un humano.	1
tengo una consulta.. mi apelacion sale aprobada. Es decir ahora si puedo pagar mis pedidos?	No puedo encontrar mi pedido. No sale.	0
buenas tardes, Me abrió una disputa con el vendedor debido a una mercancía que compré y me defectuoso, pero mi solicitud había desaparecido de la lista y no tenía ni siquiera una vuelta	Me gustaría pagar la mitad con una tarjeta de crédito y la otra mitad con otra tarjeta de crédito.	0
creo que es una estafa del vendedor	¿Qué puedo hacer si la puntuación del vendedor no es fiable?	0
Cuando puedo hablar con un humano?	Me gustaría hablar con un agente de atención al cliente.	1
el vendedor cancelo el pedido	¿Envió el vendedor mi pedido?	0
Hola No recibí el dinero de mi reembolso de mi pedido cancelado	Mi pedido está cancelado y quiero mi dinero de vuelta.	1
la protección del comprador ya finalizó	¿Qué es la Protección del Comprador?	1
la protección del comprador ya finalizó	¿Tengo protección del comprador?	0
Me gustaría saber cuánto van a tardar en ponerse en contacto conmigo por la disputa q he abierto	¿Me van a dar la información de envío?	0
Queria consultar por el status en el que se encuentra una compra que hice recien ya que me salió un cartel de error indicando que la compra no se pudo procesar pero que antes de volver a intentar un pago, verifique si el pago se efectuó	El vendedor me pidió que confirmase la entrega antes de enviarme el producto.	0
quiero comunicarme con un asesor	Quiero pagar con débito.	0
¿Cómo cambiar el email en mi cuenta?	Quiero cambiar mi dirección de email porque la vieja fue hackeada, ¿cómo puedo hacerlo?	1
¿Cómo cambiar la dirección de recepción?	¿Cómo puedo cambiar la dirección de recepción?	1
¿Cómo cambiar la dirección de recepción?	Confirmé por error la recepción de los artículos. ¿Cómo cambio el estado?	0
¿Cómo cambiar mi dirección?	Quiero cambiar mi dirección.	1
¿Cómo hago para indicar que estoy online?	¿Cómo hago para obtener información sobre mi pedido?	0
¿Cómo hago para indicar que estoy online?	No estoy satisfecho con el servicio que he recibido. ¿Cómo puedo dejar una valoracion?	0
¿Cómo ponerse en contacto con el equipo de disputas?	¿Cómo contacto con el equipo de disputas?	1
¿Cómo puedo cambiar la dirección email de registro?	Cómo ocultar la dirección de email.	0
¿Cómo puedo cambiar la dirección email de registro?	Necesito cambiar mi dirección de email.	1
¿Cómo puedo cancelar una compra que no se ha pagado?	¿Cómo puedo probar que he pagado por transferencia bancaria?	0
¿Cómo puedo cancelar una compra que no se ha pagado?	He pagado mi compra, pero ponía que no había pago.	0
¿Cómo puedo comprobar si mi dirección de entrega es correcta?	¿Cómo puedo comprobar si tienen mi dirección correcta para el envío?	1
¿Cómo puedo consultar el estado del pedido?	¿Cómo sé cuál es el estado del pedido?	1
¿Cómo puedo encontrar productos o vendedores anteriores?	¿Cómo puedo eliminar pedidos anteriores?	0
¿Cómo puedo encontrar productos o vendedores anteriores?	¿Cómo puedo encontrar la valoración que dejé?	0
¿Cómo puedo obtener mi reembolso?	¿Puedo obtener algunas muestras?	0
¿Cómo puedo saber si han enviado los productos?	¿Qué hacer si el vendedor ha enviado los productos con el servicio de mensajería incorrecto?	0
¿Cómo puedo saber si se ha realizado el pago?	Quiero saber si el proveedor ha recibido el pago o no.	0
¿Cómo puedo saber si un proveedor acepta depósitos o no?	¿Cómo se puede saber si un vendedor es legítimo?	0
¿como puedo tener mi propia tienda?	Si uso mi tarjeta de crédito, ¿puedo tener protección del comprador?	0
¿Cómo se extiende el tiempo de procesamiento?	¿Por qué no puedo extender el tiempo de procesamiento?	0
¿Cómo se puede encontrar un número de identificación del producto?	Quiero saber cómo encontrar el producto.	0
¿Cómo utilizar la garantía?	¿Cómo uso el Servicio de Garantía?	1
¿Cuándo se van a enviar mis productos?	Mis productos no funcionan.	0
¿Cuándo será cancelado el pedido?	¿Cuándo será aprobado el reembolso y cuándo lo recibiré?	0
¿Cuándo tengo el reembolso?	¿Cómo compruebo si tengo el reembolso o no?	0
¿Cuanto tiempo tengo para devolver un paquete?	Devolver un artículo defectuoso.	0
¿Cuántos días faltan hasta que llegue?	¿Pueden decirme cuántos días suele tardar en completarse una reclamación?	0
¿Cuántos días faltan hasta que llegue?	Hasta que no completemos la verificación, no podrá hacer ningún pedido.	0
¿Dónde debo ir para seguir mi pedido?	¿Qué debo hacer si mi pago con WebMoney ha fallado?	0
¿Dónde debo ir para seguir mi pedido?	¿Puedo cambiar mi valoración para el pedido?	0
¿Dónde debo ir para seguir mi pedido?	No hay puntuación de valoración para mi pedido.	0
¿Dónde está el producto?	¿Está en stock el producto?	0
¿Dónde puedo ver el Centro de Quejas?	¿Dónde puedo ver mi cuenta?	0
¿Dónde puedo ver la respuesta del proveedor?	Sin respuesta del proveedor tras una consulta.	0
¿Dónde puedo ver la respuesta del proveedor?	¿Dónde ver el código del cupón cuando hago el pedido?	0
¿El número de pedido es también el número de seguimiento?	¿Es lo mismo el número de pedido y el número de seguimiento?	1
¿El número de pedido es también el número de seguimiento?	El número de seguimiento no funciona.	0
¿Hay algún error en sus opciones de pago?	¿Hay algún coste de cancelación de pedido?	0
¿Hay alguna forma de pagar en metálico?	¿Hay alguna forma de que puedas combinar pedidos de diferentes vendedores en un envío?	0
¿Los productos del pedido se envían juntos o separados?	¿Pago antes o después de recibir los productos?	0
¿Mi tarjeta de crédito debe ser internacional para comprar en esta página?	¿Para qué sirve esta página?	0
¿Podeis ayudarme a seguir mi pedido?	¿Pueden ayudarme a hacer el seguimiento de mi pedido?	1
¿por qué me hacen cargo de un pedido a mi tarjeta, pero no me llega ningún correo de la confirmación de la venta ni me aparece que haya hecho algún pedido?	¿Por qué me han cobrado un pedido de otra persona?	0
¿Por qué no puedo dejar comentarios para mi pedido?	¿Por qué no puedo dejar valoración por mi pedido?	1
¿Por qué no se aprobó el pago?	¿Por qué el pago no se ha verificado?	1
¿Por qué se devuelve mi pedido?	¿Por qué se cerró mi pedido?	0
¿Por qué se devuelve mi pedido?	¿Por qué el pedido no se muestra en mi cuenta?	0
¿Puedo pagar en metálico?	¿Cómo puedo pagar mis pedidos en un solo pago?	0
¿Puedo tener un recibo de mi pago?	¿Cómo recibo un reembolso por Pago SMS?	0
¿Qué comentarios le di?	Quiero cambiar comentarios.	0
¿Qué debo hacer si mi paquete está detenido en la Aduana?	El paquete está en manos de la aduana, ¿cómo puedo hacer el trámite?	1
¿Qué pasa si el vendedor no envía el pedido antes del finalizar el tiempo de procesamiento	¿Qué pasa si el vendedor no envía mi pedido antes del tiempo de procesamiento?	1
¿si lo intento nuevamente no se cobrara doble?	¿Qué hacer si la página no se carga?	0
¿Voy a pagar sólo el costo de los productos y de todo?	¿Cómo cambio una valoración en el vendedor y los productos?	0
a colombia porque empresa llegan los envios	¿Pueden enviar mis artículos a la dirección de la empresa de mensajería?	0
a donde se realiza el reembolso	¿Pueden darme la página web donde hacer el seguimiento de mi pedido?	0
a donde se realiza el reembolso	¿Se aplica automáticamente el cupón?	0
a la direccion que me dijeron	El vendedor me dijo que podía reabrir la disputa.	0
a la fecha no recibo el reembolso de mi dinero	Mi dinero ha sido retirado de mi banco, pero no recibo confirmación.	0
a la hora de pagar me indica que ponga el número de la tarjeta con saldo	Por favor, denme el número de la línea de ayuda.	0
a nombre de quien pongo el pago?	¿Cuál es el nombre de la compañía del envío?	0
a parte de contestar las preguntas de seguridad	¿Cómo ocuparse de las tasas?	0
A pesar de haber leído algunas de las preguntas que resuelven dudas, no entiendo muy bien el estado de mi pedido	El vendedor dice que el pago no ha sido recibido después de haber finalizado el pedido. ¿Qué puedo hacer?	0
A qué dirección electrónica puedo enviar los documentos para verificación ?	No puedo enviar los mensajes.	0
"a qué se refiere en condición ""Reformado"" en lugar de nuevo?"	No hay opción de talla, ¿puedo dejar un mensaje en su lugar?	0
a que correo le escribo para poder exponer si caso	¿Que escribo en el número de cuenta en el formulario de Western Union?	0
a que correo le escribo para poder exponer si caso	¿Cómo escribo una reseña?	0
A que correo mando la imagen	No puedo subir una imagen JPEG.	0
a que hora se encuentran trabajando atencion al cliente	No puedo enviar un email al servicio de atención al cliente.	0
a su vez me indicó que hiciera un reporte	Esta es la primera vez que les hago un pedido.	0
Aún no he recibido el reembolso	Aún no he recibido el número de seguimiento.	0
Aún no he recibido el reembolso	No he recibido mi reembolso.	1
abri disputa por que el movil que recibi se reinicia	El vendedor no tiene el producto por el que he pagado.	0
abri una disputa hace unos dias	Abrir disputa hace un mes y aún estoy esperando respuesta.	1
Abri una disputa que ya esta finalizada pero no he recibido el reembolso	No he recibido el reembolso después de que finalizase la disputa.	1
abri una disputa, llegue a un acuerdo con el vendedor y no a cumplido. que hago	Abrí una disputa y no obtuve respuesta del vendedor.	0
abru una disputa porque recibí un producto roto	No recibí una respuesta por un pedido que tiene una disputa escalada.	0
abru una disputa porque recibí un producto roto	He abierto una disputa porque el asunto no ha sido seguido por bastante tiempo.	0
ACA EN CORREOS DE CHILE ME INFORMARON QUE FUE DEVUELTO A CHINA	¿Qué pasa si el artículo fue devuelto porque tenía altos impuestos de aduanas?	0
Acabo de hacer un pedido, ?dónde conseguir el recibo?	Quiero hacer el seguimiento de un pedido.	0
ACABO DE REALIZAR LA TRANSFERENCIA INTERBANCARIA DE UN PEDIDO	¿Cómo puedo cancelar un producto que acabo de hacer?	0
Acabo de realizar un pago	¿Debería contactar con el vendedor antes de realizar el pago?	0
acabo de recibir un correo electronico de que mi orden ha sido cancelada por falta de pago	¿Cómo puedo cancelar un producto que acabo de hacer?	0
Accidentalmente presione un botón para confirmar el pedido y los productos no los he recibido	¿Cómo puedo recibir la información de seguimiento para los productos que he pedido?	0
aceptáis tarjeta ocean pay debit?	¿Aceptan tarjeta Discover?	0
aceptar o rechazar oferta del vendedor	¿La protección del comprador es un servicio dado automáticamente o hay una tarifa?	0
Acerca de mi cuenta tiene algun problema	Tengo un problema con mi seguimiento de envío.	0
acorde con el vendedor el reembolso y no ha hecho nada	¿Qué pasa si el tiempo se acaba y el vendedor no ha enviado mi pedido?	0
Actualmente tengo una disputa abierta y la verdad es que no se que pasos he de seguir a partir de ahora	Tengo una tarjeta de crédito Business que no se acepta.	0
ademas es un sobre pequeño en el culo no podia caber el articulo comprado	Vivo en China. ¿Es gratuito el envío?	0
ademas me solicitan una cantidad de informacion privada que no puedo suministrar por seguridad.	La cantidad de la factura no es la misma que la de los pedidos.	0
donde entro para hacer mi pedido de anillos	No puedo encontrar el botón para hago el seguimiento de mi pedido.	0
agente personal por favor	Cargando. Por favor, espere.	0
ah okay, osea que es un problema general?	Tengo un problema con mi envío.	0
ahi esta el numero de pedido, con el puedes ayudarme?	¿Cómo hago un pago con el reembolso de un pedido?	0
ahora debo salir y no `puedo continuar	¿Cuánto debo pagar por impuestos y tasas de aduanas?	0
ahora debo salir y no `puedo continuar	¿Cómo puedo hacer un pedido que no quiero pagar ahora?	0
Ahora en vendedor no responde mis mensajes	¿Qué tengo que hacer cuando un vendedor no responde mis emails?	0
ahora le vuelvo a preguntar	¿No están enviando el producto ahora?	0
Ahora me aparecen los pedidos como para volverlos a realizar, ya la vez en transito	¿Por qué no veo los pedidos en la página web?	0
ahora me llegan mensajes que mis pedidos son retenidos en aduana	No he recibido mis productos. Retenidos por la Aduana.	1
"Ahora me pide que contacte con ustedes y que cambie la opcion a ""ya no quiero el producto"". Cuando eso no es verdad. Ver mensajes enviados y recibidos"	Mis compras fueron enviados a un número que no es el de mi casa.	0
ahora recibo un mensaje diciendo lo siguiente:	¿Por qué recibo emails diciendo que mi pedido está cerrado?	0
Ahora tenía un correo electrónico donde decía que mi pedido ha sido cancelado porque yo no he pagado	He recibido un email diciendo que mi pedido ha sido cancelado por falta de pago.	1
ahora veo que el cobro me lo han hecho a mis dos tarjetas	Si cancelo un pedido que he hecho, ¿me devuelven todo el dinero?	0
ahora veo que el cobro me lo han hecho a mis dos tarjetas	En mi pedido pone que no he pagado, pero sí lo he hecho.	0
ahora, me llegaron los comprobantes, pero no puedo acceder a esa cuenta, ya que no cree un usuario, entonces no tengo clave de acceso	Intento acceder a mi cuenta, pero no me deja.	1
Al escribir mi NOMBRE y APELLIDOS los rechaza por no ser INGLES	El vendedor rechaza mi petición de reembolso.	0
Al final ayer transporte el coche con una grúa a un taller y con una simple diagnosis multimarca, archivos que les he enviado a él y están colgados en http://tinypic.com/	Realizo un pedido para ser enviado con FedEx y el proveedor lo envía con China Post.	0
Al final ayer transporte el coche con una grúa a un taller y con una simple diagnosis multimarca, archivos que les he enviado a él y están colgados en http://tinypic.com/	Cuando recibo el email con mi pedido hago clic en él, pero dice que no puedo verlo.	0
al final he tenido que cancelar el pedido, gracias por nada	No puedo ver el pedido por el que he pagado.	0
al final he tenido que cancelar el pedido, gracias por nada	Necesito cancelar los pedidos que he hecho.	0
Al final se pasarán las ofertas y no puedo realizar mi pedido porque vuestro sistema de pago no avanza. Ya he comprado más veces con esa tarjeta sin problema y veo que a medida que pasa el día van bajando las existencias disponibles.	He pedido cosas y quiero saber cuándo las van a enviar.	0
al momento de comprar un producto, este no me deja me dice que tengo que apelar	Intento registrarme y me dice que el servicio no está disponible.	0
"Al pagar con mi tarjeta de credito me dice ""error de pago"""	Me gustaría pagar la mitad con una tarjeta de crédito y la otra mitad con otra tarjeta de crédito.	0
al parecer hay una confusion con un vendedor	Me gustaría enviar una consulta sobre compras al vendedor.	0
Al poner el nombre de la calle me indica que debo ponerlo en inglés?, No puedo cambiar el nombre	El nombre de la calle está mal. ¿Qué puedo hacer?	1
al realizar una compra no deja pagar con ninguna tarjeta nueva que agregue	¿Puedo pagar con una tarjeta brasileña?	0
al realizar una compra no deja pagar con ninguna tarjeta nueva que agregue	No puedo pagar con tarjeta.	1
Al usar el cupón y pagar me cancela solo el pedido	¿Por qué me dio error al hacer el pedido aquí?	0
ALGUIEN ME PUEDE LLAMAR PARA HABLAR DE MIS PEDIDOS QUE NO APARECEN EN NINGUN SITIO	¿Tienen un número de contacto al que pueda llamar para hablar sobre mi disputa, por favor?	0
alguien puede ayudarme deseo saber que sucede ahora, mi apelacion fue aprobada, me enviaran mi pedido o ya perdi la oferta????	Me gustaría que mis productos se enviaran a una nueva dirección.	0
alguien puede ayudarme deseo saber que sucede ahora, mi apelacion fue aprobada, me enviaran mi pedido o ya perdi la oferta????	No hice un pedido. Alguien usó mi tarjeta.	0
alguien puede hablar conmigo?	¿Se puede poner vuestro Equipo de Seguridad de Cuentas en contacto conmigo?	0
alguien puede hablar conmigo?	¿Pueden comunicarse conmigo en ruso?	0
Alguien usa mi dirección de correo electrónico	Quiero enviar mi Lista de Deseos a alguien.	0
Algun agente que sea una persona?	¿Qué hago si una persona sigue cambiando el precio?	0
Algun agente que sea una persona?	Se ha hecho una transacción en mi tarjeta de crédito por parte de otra persona. ¿Qué puedo hacer?	0
algun problema con las camisetas futbol sd eibar, madrid, barcelona	Hay un problema con mi cuenta.	0
alguna persona puede atenderme?	¿Por qué me han cobrado un pedido de otra persona?	0
Algunas opciones no funcionan	¿Cómo funcionan los eventos?	0
Algunas opciones no funcionan	¿Cómo funcionan los cupones descuento?	0
Algunas opciones no funcionan	No hay transferencia bancaria en las opciones de pago.	0
amplie el tiempo de proteccion y sigue sin enviarlo	Me han cobrado, pero el pedido sigue pendiente de pago.	0
Anoche estuve hablando con una chica que se llama kayla	Dice que no se vende a este país.	0
anoche hice un pedido y lo cancele	Hice un pedido, pero me lo cerraron.	0
ANTERIORMENTE YA LO HE HECHO, LLAME A MI BANCO Y ME DICE QUE TODO ESTA NORMAL, PERO ME SALE NOSE PUEDE REALIZAR EL PAGO	Si cancelo un pedido que he hecho, ¿me devuelven todo el dinero?	0
antes de nada buenos dias eva	¿Debería confirmar los productos antes de que lleguen?	0
antes me decia que no tenia permiso para entrar. ahora resulta que si ha entrado en la pagina	Si congelan el pedido, ¿qué hacer para que me devuelvan el dinero?	0
Antes si se podia verdad?	Si pido a varios vendedores diferentes, ¿mis pedidos se enviarán juntos?	0
Antes tenía beneficios en mi cuenta y ahora ya no	¿Por qué he puesto cosas en mi Cesta y ahora se han ido?	0
Antes tenía una lista de deseos muy larga	¿Cómo añado productos a mi Lista de Deseos?	0
Antes vivia en China y mi cuenta tiene identificado mi país como China	Quiero que mis productos se envíen a mi agente en China.	0
Antes vivia en China y mi cuenta tiene identificado mi país como China	Quiero enviar mi producto a China, pero no la puedo encontrar en la lista de países.	0
anule un pedido y no he recibido el reembolso en la tarjeta	No he recibido el reembolso y mi pedido ha sido cancelado.	1
anule un pedido y no he recibido el reembolso en la tarjeta	Pedido cancelado por el vendedor, y no he recibido el dinero.	0
Aparece como cerrado.. pero no se me ha devuelto el dinero	He pagado mi pedido, pero el pago no ha tenido éxito y me cobraron el dinero.	0
APARECE COMO ORDEN ENTREGADA. PERO A MI NO ME HAN ENTREGADO NADA. QUE HAGO?'	Dicen que me han enviado un email, pero no sé adónde.	0
aparece que me están devolviendo el pago y yo quiero los productos trato de apelar y no logro adjuntar los PDF con la info que me piden	Los productos recibidos dejaron de funcionar y el vendedor no responde.	0
aparece un mensaje de error	Necesito pagar mi pedido, pero sigo recibiendo un mensaje de error.	1
Aparece un tiburón en medio de una carretera...	Quiero un trabajo en una compañía.	0
Aparece un tiburón en medio de una carretera...	¿Por qué en mi pedido aparece la disputa cerrada?	0
Apelación tarjeta de crédito	¿Cómo pago con tarjeta de crédito?	0
aque oras me atiende una persona	Hice una compra y no me respondió.	0
asi realice pero no se hace el cargo y los productos siguen apareciendo como pendientes y me manda un error	El proveedor sube el precio de los productos y requiere un pago extra.	0
asi tenga una apelacion en curso?	Reembolsar en una cuenta diferente.	0
asi tenga una apelacion en curso?	¿Cuánto tarda en terminar una disputa?	0
Atención al cliente no funciona	No puedo enviar un email al servicio de atención al cliente.	0
atencion al cliente personal porfavor	Teléfono de atención al cliente.	1
atenderme un ejecutivo en linea	¿Cómo dejo un mensaje en mi pedido?	0
AUN ASI NO PUEDO REALIZAR MI COMPRA	¿Cómo pueden asegurar mi compra?	0
aun cuando estan cancelados	¿Pago los productos cuando pido o cuando los entregan?	0
aun espero respuesta del vendedor	¿Cómo puedo denunciar mala conducta del vendedor?	0
aun no he recibido el reembolso de mis pedidos	No he recibido el reembolso, ¿qué puedo hacer?	1
aun no he recibido los reembolsos	He recibido los artículos, ¿cómo confirmarlo?	0
Aun no he recibido respuesta sobre verificacion del pago realizado, hoy hace ocho dias lo realice.	Mi pedido fue enviado pero no lo he recibido.	0
aun no me han reembolsado mi dinero despues de la resolucion de la disputa y ha pasado casi un mes	Abrir disputa hace un mes y aún estoy esperando respuesta.	0
aun no se nada respecto a un producto no recibido	He recibido un producto defectuoso.	0
Aunque sigo interesado en el producto, pero tras siete meses sigo sin recibirlo, creo que lo mejor es un reembolso	¿Por qué sigo recibiendo un error cuando intento pagar mis cosas?	0
automaticamente la app a utilizado los cupones que tenía para realizarlos sin que yo pudiera quitarlos.	He cambiado la tarjeta que usé para el pedido.	0
Aviso: No has alcanzado un acuerdo con el vendedor. El importe del reembolso será el de la propuesta anterior. Presentar recurso Si no estás satisfecho con el resultado de la disputa o con la atención que te hemos prestado, puedes pres	¿Dónde puedo ver el resultado de la disputa?	0
